order_id,order_date,user_id,customer_name,customer_email,customer_phone,shipping_address,sku,isbn,title,author,edition,language,category,tags,condition,price,quantity,total_price,currency,ai_metadata_filled,ai_confidence_score,auto_tags,sync_source,inventory_sync_id,payment_reference,payment_status,order_status,receipt_url
691b1bcf9cf776c3ad5d48b8,2025-11-17T12:57:51.412Z,,,,,"{""fullName"":""Michael Orizu"",""phoneNumber"":""0123456789"",""addressLine1"":""123 Test St"",""city"":""Testville"",""country"":""UK""}",N/A,,Unknown Title,,,English,,,,0.00,1,0.00,GBP,no,,,,,pi_test_1763384271392_0,paid,ordered,
691b1bd09cf776c3ad5d48be,2025-11-17T12:57:52.479Z,,,,,"{""fullName"":""Michael Orizu"",""phoneNumber"":""0123456789"",""addressLine1"":""123 Test St"",""city"":""Testville"",""country"":""UK""}",N/A,,Unknown Title,,,English,,,,0.00,3,0.00,GBP,no,,,,,pi_test_1763384272475_1,paid,ordered,
691b1bd09cf776c3ad5d48c2,2025-11-17T12:57:52.641Z,,,,,"{""fullName"":""Michael Orizu"",""phoneNumber"":""0123456789"",""addressLine1"":""123 Test St"",""city"":""Testville"",""country"":""UK""}",N/A,,Unknown Title,,,English,,,,0.00,3,0.00,GBP,no,,,,,pi_test_1763384272638_2,paid,ordered,
691b1bd09cf776c3ad5d48c5,2025-11-17T12:57:52.795Z,,,,,"{""fullName"":""Michael Orizu"",""phoneNumber"":""0123456789"",""addressLine1"":""123 Test St"",""city"":""Testville"",""country"":""UK""}",N/A,,Unknown Title,,,English,,,,0.00,3,0.00,GBP,no,,,,,pi_test_1763384272793_3,paid,ordered,
691b1bd09cf776c3ad5d48c8,2025-11-17T12:57:52.961Z,,,,,"{""fullName"":""Michael Orizu"",""phoneNumber"":""0123456789"",""addressLine1"":""123 Test St"",""city"":""Testville"",""country"":""UK""}",N/A,,Unknown Title,,,English,,,,0.00,3,0.00,GBP,no,,,,,pi_test_1763384272958_4,paid,ordered,
691b1bd19cf776c3ad5d48cb,2025-11-17T12:57:53.120Z,,,,,"{""fullName"":""Michael Orizu"",""phoneNumber"":""0123456789"",""addressLine1"":""123 Test St"",""city"":""Testville"",""country"":""UK""}",N/A,,Unknown Title,,,English,,,,0.00,3,0.00,GBP,no,,,,,pi_test_1763384273118_5,paid,ordered,
691b1bd19cf776c3ad5d48ce,2025-11-17T12:57:53.272Z,,,,,"{""fullName"":""Michael Orizu"",""phoneNumber"":""0123456789"",""addressLine1"":""123 Test St"",""city"":""Testville"",""country"":""UK""}",N/A,,Unknown Title,,,English,,,,0.00,3,0.00,GBP,no,,,,,pi_test_1763384273270_6,paid,ordered,
691b1bd19cf776c3ad5d48d1,2025-11-17T12:57:53.429Z,,,,,"{""fullName"":""Michael Orizu"",""phoneNumber"":""0123456789"",""addressLine1"":""123 Test St"",""city"":""Testville"",""country"":""UK""}",N/A,,Unknown Title,,,English,,,,0.00,2,0.00,GBP,no,,,,,pi_test_1763384273426_7,paid,ordered,
691b1bd19cf776c3ad5d48d4,2025-11-17T12:57:53.604Z,,,,,"{""fullName"":""Michael Orizu"",""phoneNumber"":""0123456789"",""addressLine1"":""123 Test St"",""city"":""Testville"",""country"":""UK""}",N/A,,Unknown Title,,,English,,,,0.00,3,0.00,GBP,no,,,,,pi_test_1763384273602_8,paid,ordered,
691b1bd19cf776c3ad5d48d7,2025-11-17T12:57:53.769Z,,,,,"{""fullName"":""Michael Orizu"",""phoneNumber"":""0123456789"",""addressLine1"":""123 Test St"",""city"":""Testville"",""country"":""UK""}",N/A,,Unknown Title,,,English,,,,0.00,2,0.00,GBP,no,,,,,pi_test_1763384273766_9,paid,ordered,
691b1bd19cf776c3ad5d48da,2025-11-17T12:57:53.928Z,,,,,"{""fullName"":""Michael Orizu"",""phoneNumber"":""0123456789"",""addressLine1"":""123 Test St"",""city"":""Testville"",""country"":""UK""}",N/A,,Unknown Title,,,English,,,,0.00,2,0.00,GBP,no,,,,,pi_test_1763384273926_10,paid,ordered,
691b1bd29cf776c3ad5d48dd,2025-11-17T12:57:54.091Z,,,,,"{""fullName"":""Michael Orizu"",""phoneNumber"":""0123456789"",""addressLine1"":""123 Test St"",""city"":""Testville"",""country"":""UK""}",N/A,,Unknown Title,,,English,,,,0.00,1,0.00,GBP,no,,,,,pi_test_1763384274089_11,paid,ordered,
691b1bd29cf776c3ad5d48e0,2025-11-17T12:57:54.244Z,,,,,"{""fullName"":""Michael Orizu"",""phoneNumber"":""0123456789"",""addressLine1"":""123 Test St"",""city"":""Testville"",""country"":""UK""}",N/A,,Unknown Title,,,English,,,,0.00,1,0.00,GBP,no,,,,,pi_test_1763384274242_12,paid,ordered,
691b1bd29cf776c3ad5d48e3,2025-11-17T12:57:54.423Z,,,,,"{""fullName"":""Michael Orizu"",""phoneNumber"":""0123456789"",""addressLine1"":""123 Test St"",""city"":""Testville"",""country"":""UK""}",N/A,,Unknown Title,,,English,,,,0.00,1,0.00,GBP,no,,,,,pi_test_1763384274421_13,paid,ordered,
691b1bd29cf776c3ad5d48e6,2025-11-17T12:57:54.579Z,,,,,"{""fullName"":""Michael Orizu"",""phoneNumber"":""0123456789"",""addressLine1"":""123 Test St"",""city"":""Testville"",""country"":""UK""}",N/A,,Unknown Title,,,English,,,,0.00,2,0.00,GBP,no,,,,,pi_test_1763384274577_14,paid,ordered,
691b1bd29cf776c3ad5d48e9,2025-11-17T12:57:54.734Z,,,,,"{""fullName"":""Michael Orizu"",""phoneNumber"":""0123456789"",""addressLine1"":""123 Test St"",""city"":""Testville"",""country"":""UK""}",N/A,,Unknown Title,,,English,,,,0.00,3,0.00,GBP,no,,,,,pi_test_1763384274733_15,paid,ordered,
691b1bd29cf776c3ad5d48ec,2025-11-17T12:57:54.903Z,,,,,"{""fullName"":""Michael Orizu"",""phoneNumber"":""0123456789"",""addressLine1"":""123 Test St"",""city"":""Testville"",""country"":""UK""}",N/A,,Unknown Title,,,English,,,,0.00,3,0.00,GBP,no,,,,,pi_test_1763384274902_16,paid,ordered,
691b1bd39cf776c3ad5d48ef,2025-11-17T12:57:55.058Z,,,,,"{""fullName"":""Michael Orizu"",""phoneNumber"":""0123456789"",""addressLine1"":""123 Test St"",""city"":""Testville"",""country"":""UK""}",N/A,,Unknown Title,,,English,,,,0.00,1,0.00,GBP,no,,,,,pi_test_1763384275055_17,paid,ordered,
691b1bd39cf776c3ad5d48f2,2025-11-17T12:57:55.221Z,,,,,"{""fullName"":""Michael Orizu"",""phoneNumber"":""0123456789"",""addressLine1"":""123 Test St"",""city"":""Testville"",""country"":""UK""}",N/A,,Unknown Title,,,English,,,,0.00,1,0.00,GBP,no,,,,,pi_test_1763384275218_18,paid,ordered,
691b1bd39cf776c3ad5d48f5,2025-11-17T12:57:55.376Z,,,,,"{""fullName"":""Michael Orizu"",""phoneNumber"":""0123456789"",""addressLine1"":""123 Test St"",""city"":""Testville"",""country"":""UK""}",N/A,,Unknown Title,,,English,,,,0.00,3,0.00,GBP,no,,,,,pi_test_1763384275374_19,paid,ordered,
