order_id,order_date,user_id,customer_name,customer_email,customer_phone,shipping_address,sku,isbn,title,author,edition,language,category,tags,condition,price,quantity,total_price,currency,ai_metadata_filled,ai_confidence_score,auto_tags,sync_source,inventory_sync_id,payment_reference,payment_status,order_status,receipt_url
691b1b5c0f9b7b9456a3ecbd,2025-11-17T12:55:56.917Z,,,,,"{""fullName"":""Michael Orizu"",""phoneNumber"":""0123456789"",""addressLine1"":""123 Test St"",""city"":""Testville"",""country"":""UK""}",N/A,,Unknown Title,,,English,,,,0.00,2,0.00,GBP,no,,,,,pi_test_1763384156816_0,paid,ordered,
691b1b5d0f9b7b9456a3ecc1,2025-11-17T12:55:57.360Z,,,,,"{""fullName"":""Michael Orizu"",""phoneNumber"":""0123456789"",""addressLine1"":""123 Test St"",""city"":""Testville"",""country"":""UK""}",N/A,,Unknown Title,,,English,,,,0.00,2,0.00,GBP,no,,,,,pi_test_1763384157356_1,paid,ordered,
691b1b5d0f9b7b9456a3ecc5,2025-11-17T12:55:57.370Z,,,,,"{""fullName"":""Michael Orizu"",""phoneNumber"":""0123456789"",""addressLine1"":""123 Test St"",""city"":""Testville"",""country"":""UK""}",N/A,,Unknown Title,,,English,,,,0.00,3,0.00,GBP,no,,,,,pi_test_1763384157367_2,paid,ordered,
691b1b5d0f9b7b9456a3ecc8,2025-11-17T12:55:57.405Z,,,,,"{""fullName"":""Michael Orizu"",""phoneNumber"":""0123456789"",""addressLine1"":""123 Test St"",""city"":""Testville"",""country"":""UK""}",N/A,,Unknown Title,,,English,,,,0.00,1,0.00,GBP,no,,,,,pi_test_1763384157402_3,paid,ordered,
691b1b5d0f9b7b9456a3eccb,2025-11-17T12:55:57.418Z,,,,,"{""fullName"":""Michael Orizu"",""phoneNumber"":""0123456789"",""addressLine1"":""123 Test St"",""city"":""Testville"",""country"":""UK""}",N/A,,Unknown Title,,,English,,,,0.00,2,0.00,GBP,no,,,,,pi_test_1763384157416_4,paid,ordered,
691b1b5d0f9b7b9456a3ecce,2025-11-17T12:55:57.527Z,,,,,"{""fullName"":""Michael Orizu"",""phoneNumber"":""0123456789"",""addressLine1"":""123 Test St"",""city"":""Testville"",""country"":""UK""}",N/A,,Unknown Title,,,English,,,,0.00,2,0.00,GBP,no,,,,,pi_test_1763384157524_5,paid,ordered,
691b1b5d0f9b7b9456a3ecd1,2025-11-17T12:55:57.535Z,,,,,"{""fullName"":""Michael Orizu"",""phoneNumber"":""0123456789"",""addressLine1"":""123 Test St"",""city"":""Testville"",""country"":""UK""}",N/A,,Unknown Title,,,English,,,,0.00,3,0.00,GBP,no,,,,,pi_test_1763384157533_6,paid,ordered,
691b1b5d0f9b7b9456a3ecd4,2025-11-17T12:55:57.550Z,,,,,"{""fullName"":""Michael Orizu"",""phoneNumber"":""0123456789"",""addressLine1"":""123 Test St"",""city"":""Testville"",""country"":""UK""}",N/A,,Unknown Title,,,English,,,,0.00,2,0.00,GBP,no,,,,,pi_test_1763384157548_7,paid,ordered,
691b1b5d0f9b7b9456a3ecd7,2025-11-17T12:55:57.563Z,,,,,"{""fullName"":""Michael Orizu"",""phoneNumber"":""0123456789"",""addressLine1"":""123 Test St"",""city"":""Testville"",""country"":""UK""}",N/A,,Unknown Title,,,English,,,,0.00,1,0.00,GBP,no,,,,,pi_test_1763384157559_8,paid,ordered,
691b1b5d0f9b7b9456a3ecda,2025-11-17T12:55:57.573Z,,,,,"{""fullName"":""Michael Orizu"",""phoneNumber"":""0123456789"",""addressLine1"":""123 Test St"",""city"":""Testville"",""country"":""UK""}",N/A,,Unknown Title,,,English,,,,0.00,2,0.00,GBP,no,,,,,pi_test_1763384157571_9,paid,ordered,
