order_id,order_date,user_id,customer_name,customer_email,customer_phone,shipping_address_line1,shipping_address_line2,shipping_city,shipping_state,shipping_postcode,shipping_country,sku,isbn,title,author,edition,language,category,tags,condition,price,quantity,total_price,currency,ai_metadata_filled,ai_confidence_score,auto_tags,sync_source,inventory_sync_id,payment_reference,payment_status,order_status,receipt_url
692eced2aa5d87b96ac683e9,2025-12-02T11:34:42.880Z,6888f7e9e9896d7bd5cc4727,John Test Doe,,07123456789,221B Baker Street,,London,,,GB,N/A,978-3-100020078,colossal giggle Vol. 5,Mrs. Charlotte Abbott,,English,Travel,,good,15.84,2,31.68,GBP,no,,,,,,paid,processing,
692eced2aa5d87b96ac683e9,2025-12-02T11:34:42.880Z,6888f7e9e9896d7bd5cc4727,John Test Doe,,07123456789,221B Baker Street,,London,,,GB,GZ25266,9780043922460,Believe prevent ask.,Bobby Morton,2th,Italian,General Interest,,acceptable,83.42,3,250.26,GBP,yes,0.10,"Belief, Prevention, Inquiry",csv,GZ25266,,paid,processing,
692eced2aa5d87b96ac683e9,2025-12-02T11:34:42.880Z,6888f7e9e9896d7bd5cc4727,John Test Doe,,07123456789,221B Baker Street,,London,,,GB,N/A,978-3-100000256,Test Book #256,Unknown,,English,Children’s Books,,like new,10.87,2,21.74,GBP,no,,,,,,paid,processing,
692eced3aa5d87b96ac683ef,2025-12-02T11:34:43.871Z,6888f7e9e9896d7bd5cc4727,John Test Doe,,07123456789,221B Baker Street,,London,,,GB,N/A,978-3-100007027,early marksman Vol. 3,Jeanette Rutherford,,English,Comics,,like new,24.38,3,73.14,GBP,no,,,,,,paid,processing,
692eced3aa5d87b96ac683ef,2025-12-02T11:34:43.871Z,6888f7e9e9896d7bd5cc4727,John Test Doe,,07123456789,221B Baker Street,,London,,,GB,N/A,978-3-100002313,smart outlaw Vol. 4,Mr. Blake Gusikowski,,English,Graphic Novels,,very good,37.68,3,113.04,GBP,no,,,,,,paid,processing,
692eced3aa5d87b96ac683ef,2025-12-02T11:34:43.871Z,6888f7e9e9896d7bd5cc4727,John Test Doe,,07123456789,221B Baker Street,,London,,,GB,N/A,978-3-100024642,indelible clavicle Vol. 3,Mrs. Estelle Jacobson,,English,Photography,,like new,36.77,2,73.54,GBP,no,,,,,,paid,processing,
692eced4aa5d87b96ac683f5,2025-12-02T11:34:44.800Z,6888f7e9e9896d7bd5cc4727,John Test Doe,,07123456789,221B Baker Street,,London,,,GB,N/A,978-3-100013293,silky recovery Vol. 4,Kellie Mohr-Weber,,English,Drama,,good,6.56,2,13.12,GBP,no,,,,,,paid,processing,
692eced4aa5d87b96ac683f5,2025-12-02T11:34:44.800Z,6888f7e9e9896d7bd5cc4727,John Test Doe,,07123456789,221B Baker Street,,London,,,GB,N/A,978-3-100019353,sparse publicity Vol. 2,Tiffany Kris,,English,Psychology,,good,15.06,3,45.18,GBP,no,,,,,,paid,processing,
692eced4aa5d87b96ac683f5,2025-12-02T11:34:44.800Z,6888f7e9e9896d7bd5cc4727,John Test Doe,,07123456789,221B Baker Street,,London,,,GB,N/A,978-3-100003079,small reach Vol. 2,Tami Maggio,,English,Children’s Books,,new,10.65,2,21.30,GBP,no,,,,,,paid,processing,
692eced5aa5d87b96ac683fb,2025-12-02T11:34:45.651Z,6888f7e9e9896d7bd5cc4727,John Test Doe,,07123456789,221B Baker Street,,London,,,GB,N/A,978-3-100010285,french birth Vol. 5,Fredrick Steuber,,English,Asian Literature,,good,32.82,1,32.82,GBP,no,,,,,,paid,processing,
692eced5aa5d87b96ac683fb,2025-12-02T11:34:45.651Z,6888f7e9e9896d7bd5cc4727,John Test Doe,,07123456789,221B Baker Street,,London,,,GB,N/A,978-3-100005419,focused certification Vol. 1,Mercedes Funk DDS,,English,Mindfulness,,acceptable,17.84,3,53.52,GBP,no,,,,,,paid,processing,
692eced5aa5d87b96ac683fb,2025-12-02T11:34:45.651Z,6888f7e9e9896d7bd5cc4727,John Test Doe,,07123456789,221B Baker Street,,London,,,GB,N/A,978-3-100025455,tasty wear Vol. 3,Darin Kihn,,English,Cookbooks,,new,15.89,2,31.78,GBP,no,,,,,,paid,processing,
692eced6aa5d87b96ac68401,2025-12-02T11:34:46.627Z,6888f7e9e9896d7bd5cc4727,John Test Doe,,07123456789,221B Baker Street,,London,,,GB,N/A,978-3-100004779,strict extent Vol. 3,Gabriel Lowe I,,English,True Crime,,acceptable,25.70,3,77.10,GBP,no,,,,,,paid,processing,
692eced6aa5d87b96ac68401,2025-12-02T11:34:46.627Z,6888f7e9e9896d7bd5cc4727,John Test Doe,,07123456789,221B Baker Street,,London,,,GB,N/A,978-3-100007212,agitated handful Vol. 2,Ms. Myra Rau,,English,Asian Literature,,like new,30.59,3,91.77,GBP,no,,,,,,paid,processing,
692eced6aa5d87b96ac68401,2025-12-02T11:34:46.627Z,6888f7e9e9896d7bd5cc4727,John Test Doe,,07123456789,221B Baker Street,,London,,,GB,N/A,978-3-100008278,glittering instance Vol. 1,Dr. Daisy O'Kon,,English,Drama,,like new,29.70,1,29.70,GBP,no,,,,,,paid,processing,
