order_id,order_date,user_id,customer_name,customer_email,customer_phone,shipping_address_line1,shipping_address_line2,shipping_city,shipping_state,shipping_postcode,shipping_country,sku,isbn,title,author,edition,language,category,tags,condition,price,quantity,total_price,currency,ai_metadata_filled,ai_confidence_score,auto_tags,sync_source,inventory_sync_id,payment_reference,payment_status,order_status,receipt_url
692ecf393b70596ee51c9ecc,2025-12-02T11:36:25.774Z,6888f7e9e9896d7bd5cc4727,John Test Doe,,07123456789,221B Baker Street,,London,,,GB,N/A,978-3-100000724,easy onset Vol. 2,Miss Juana Lind III,,English,Unknown,,new,29.05,2,58.10,GBP,yes,0.60,"Volume 2, New Book, English Language",,,,paid,processing,
692ecf393b70596ee51c9ecc,2025-12-02T11:36:25.774Z,6888f7e9e9896d7bd5cc4727,John Test Doe,,07123456789,221B Baker Street,,London,,,GB,N/A,978-3-100004244,critical vibraphone Vol. 3,Doyle Schneider,,English,Psychology,,new,5.30,2,10.60,GBP,no,,,,,,paid,processing,
692ecf393b70596ee51c9ecc,2025-12-02T11:36:25.774Z,6888f7e9e9896d7bd5cc4727,John Test Doe,,07123456789,221B Baker Street,,London,,,GB,N/A,978-3-100000923,orange marten Vol. 2,Dr. Rosemary Kuvalis,,English,Finance,,new,12.65,1,12.65,GBP,no,,,,,,paid,processing,
692ecf3a3b70596ee51c9ed2,2025-12-02T11:36:26.677Z,6888f7e9e9896d7bd5cc4727,John Test Doe,,07123456789,221B Baker Street,,London,,,GB,N/A,978-3-100016942,good-natured pendant Vol. 5,Vivian Ryan,,English,Comics,,good,24.25,1,24.25,GBP,no,,,,,,paid,processing,
692ecf3a3b70596ee51c9ed2,2025-12-02T11:36:26.677Z,6888f7e9e9896d7bd5cc4727,John Test Doe,,07123456789,221B Baker Street,,London,,,GB,N/A,978-3-100001387,vivacious skyline Vol. 4,Mamie Hansen,,English,Health & Wellness,,good,35.12,3,105.36,GBP,no,,,,,,paid,processing,
692ecf3a3b70596ee51c9ed2,2025-12-02T11:36:26.677Z,6888f7e9e9896d7bd5cc4727,John Test Doe,,07123456789,221B Baker Street,,London,,,GB,N/A,978-3-100007099,grown futon Vol. 5,Nicole Nicolas,,English,Investing,,acceptable,8.18,1,8.18,GBP,no,,,,,,paid,processing,
692ecf3b3b70596ee51c9ed8,2025-12-02T11:36:27.572Z,6888f7e9e9896d7bd5cc4727,John Test Doe,,07123456789,221B Baker Street,,London,,,GB,MR34035,9780396836223,Consumer us administration arrive none.,Michelle Flores,2th,French,Uncategorized,,acceptable,36.93,2,73.86,GBP,yes,0.05,"unclassified, data error, miscellaneous",csv,MR34035,,paid,processing,
692ecf3b3b70596ee51c9ed8,2025-12-02T11:36:27.572Z,6888f7e9e9896d7bd5cc4727,John Test Doe,,07123456789,221B Baker Street,,London,,,GB,N/A,978-3-100010255,mean cutlet Vol. 4,Darlene Morissette,,English,Leadership,,good,26.32,3,78.96,GBP,no,,,,,,paid,processing,
692ecf3b3b70596ee51c9ed8,2025-12-02T11:36:27.572Z,6888f7e9e9896d7bd5cc4727,John Test Doe,,07123456789,221B Baker Street,,London,,,GB,N/A,978-3-100025040,snappy sanity Vol. 4,Christina Veum,,English,Leadership,,good,7.33,2,14.66,GBP,no,,,,,,paid,processing,
692ecf3c3b70596ee51c9ede,2025-12-02T11:36:28.424Z,6888f7e9e9896d7bd5cc4727,John Test Doe,,07123456789,221B Baker Street,,London,,,GB,N/A,978-3-100005358,prickly fedora Vol. 4,Dr. Shelia Kihn,,English,Philosophy,,new,31.92,1,31.92,GBP,no,,,,,,paid,processing,
692ecf3c3b70596ee51c9ede,2025-12-02T11:36:28.424Z,6888f7e9e9896d7bd5cc4727,John Test Doe,,07123456789,221B Baker Street,,London,,,GB,N/A,978-3-100022182,sour schedule Vol. 1,Carroll Beahan,,English,Language Learning,,very good,5.49,2,10.98,GBP,no,,,,,,paid,processing,
692ecf3c3b70596ee51c9ede,2025-12-02T11:36:28.424Z,6888f7e9e9896d7bd5cc4727,John Test Doe,,07123456789,221B Baker Street,,London,,,GB,N/A,978-3-100013161,next sprinkles Vol. 2,Cristina Schoen,,English,Self-Help,,new,32.47,2,64.94,GBP,no,,,,,,paid,processing,
692ecf3d3b70596ee51c9ee4,2025-12-02T11:36:29.241Z,6888f7e9e9896d7bd5cc4727,John Test Doe,,07123456789,221B Baker Street,,London,,,GB,N/A,978-3-100020288,major coil Vol. 4,Trevor Gerlach,,English,Art,,good,34.36,3,103.08,GBP,no,,,,,,paid,processing,
692ecf3d3b70596ee51c9ee4,2025-12-02T11:36:29.241Z,6888f7e9e9896d7bd5cc4727,John Test Doe,,07123456789,221B Baker Street,,London,,,GB,N/A,978-3-100011783,young entry Vol. 3,Frederick Walsh-O'Connell,,English,Nature & Environment,,good,5.56,2,11.12,GBP,no,,,,,,paid,processing,
692ecf3d3b70596ee51c9ee4,2025-12-02T11:36:29.241Z,6888f7e9e9896d7bd5cc4727,John Test Doe,,07123456789,221B Baker Street,,London,,,GB,N/A,978-3-100010849,calculating paintwork Vol. 4,Kirk Roob IV,,English,Nature & Environment,,good,19.63,1,19.63,GBP,no,,,,,,paid,processing,
