order_id,order_date,user_id,customer_name,customer_email,customer_phone,shipping_address,sku,isbn,title,author,edition,language,category,tags,condition,price,quantity,total_price,currency,ai_metadata_filled,ai_confidence_score,auto_tags,sync_source,inventory_sync_id,payment_reference,payment_status,order_status,receipt_url
692a06ea71280243acb1b324,2025-11-28T20:32:42.326Z,6888f7e9e9896d7bd5cc4727,John Test Doe,,07123456789,"{""fullName"":""John Test Doe"",""phoneNumber"":""07123456789"",""addressLine1"":""221B Baker Street"",""addressLine2"":"""",""city"":""London"",""state"":"""",""postalCode"":""NW1 6XE"",""country"":""GB""}",N/A,978-3-100021126,sudden lava Vol. 3,Lana Jones,,English,Language Learning,,very good,41.90,3,125.70,GBP,no,,,,,,paid,processing,
692a06ea71280243acb1b324,2025-11-28T20:32:42.326Z,6888f7e9e9896d7bd5cc4727,John Test Doe,,07123456789,"{""fullName"":""John Test Doe"",""phoneNumber"":""07123456789"",""addressLine1"":""221B Baker Street"",""addressLine2"":"""",""city"":""London"",""state"":"""",""postalCode"":""NW1 6XE"",""country"":""GB""}",N/A,978-3-100014681,coordinated institute Vol. 4,Vera Schroeder,,English,Drama,,like new,33.44,2,66.88,GBP,no,,,,,,paid,processing,
692a06ea71280243acb1b324,2025-11-28T20:32:42.326Z,6888f7e9e9896d7bd5cc4727,John Test Doe,,07123456789,"{""fullName"":""John Test Doe"",""phoneNumber"":""07123456789"",""addressLine1"":""221B Baker Street"",""addressLine2"":"""",""city"":""London"",""state"":"""",""postalCode"":""NW1 6XE"",""country"":""GB""}",N/A,978-3-100002213,sarcastic icebreaker Vol. 3,Myrtle Schowalter,,English,Language Learning,,acceptable,13.76,1,13.76,GBP,no,,,,,,paid,processing,
692a06eb71280243acb1b32c,2025-11-28T20:32:43.162Z,6888f7e9e9896d7bd5cc4727,John Test Doe,,07123456789,"{""fullName"":""John Test Doe"",""phoneNumber"":""07123456789"",""addressLine1"":""221B Baker Street"",""addressLine2"":"""",""city"":""London"",""state"":"""",""postalCode"":""NW1 6XE"",""country"":""GB""}",N/A,978-3-100022863,growing yogurt Vol. 4,Hugo Grimes,,English,Self-Help,,very good,33.53,1,33.53,GBP,no,,,,,,paid,processing,
692a06eb71280243acb1b32c,2025-11-28T20:32:43.162Z,6888f7e9e9896d7bd5cc4727,John Test Doe,,07123456789,"{""fullName"":""John Test Doe"",""phoneNumber"":""07123456789"",""addressLine1"":""221B Baker Street"",""addressLine2"":"""",""city"":""London"",""state"":"""",""postalCode"":""NW1 6XE"",""country"":""GB""}",N/A,978-3-100001740,infamous sermon Vol. 5,Mona Hintz-Kiehn I,,English,Fiction,,very good,38.71,1,38.71,GBP,yes,0.70,"Religious Fiction, Sermons, Contemporary Fiction",,,,paid,processing,
692a06eb71280243acb1b32c,2025-11-28T20:32:43.162Z,6888f7e9e9896d7bd5cc4727,John Test Doe,,07123456789,"{""fullName"":""John Test Doe"",""phoneNumber"":""07123456789"",""addressLine1"":""221B Baker Street"",""addressLine2"":"""",""city"":""London"",""state"":"""",""postalCode"":""NW1 6XE"",""country"":""GB""}",N/A,978-3-100018179,wee haircut Vol. 5,Ms. Melody DuBuque,,English,Biography,,like new,40.75,1,40.75,GBP,no,,,,,,paid,processing,
692a06eb71280243acb1b332,2025-11-28T20:32:43.920Z,6888f7e9e9896d7bd5cc4727,John Test Doe,,07123456789,"{""fullName"":""John Test Doe"",""phoneNumber"":""07123456789"",""addressLine1"":""221B Baker Street"",""addressLine2"":"""",""city"":""London"",""state"":"""",""postalCode"":""NW1 6XE"",""country"":""GB""}",N/A,978-3-100012496,charming pine Vol. 4,Laurence Walsh,,English,Children’s Books,,good,44.15,3,132.45,GBP,no,,,,,,paid,processing,
692a06eb71280243acb1b332,2025-11-28T20:32:43.920Z,6888f7e9e9896d7bd5cc4727,John Test Doe,,07123456789,"{""fullName"":""John Test Doe"",""phoneNumber"":""07123456789"",""addressLine1"":""221B Baker Street"",""addressLine2"":"""",""city"":""London"",""state"":"""",""postalCode"":""NW1 6XE"",""country"":""GB""}",N/A,978-3-100021134,dense expansion Vol. 1,Karen Homenick,,English,Travel,,like new,33.18,3,99.54,GBP,no,,,,,,paid,processing,
692a06eb71280243acb1b332,2025-11-28T20:32:43.920Z,6888f7e9e9896d7bd5cc4727,John Test Doe,,07123456789,"{""fullName"":""John Test Doe"",""phoneNumber"":""07123456789"",""addressLine1"":""221B Baker Street"",""addressLine2"":"""",""city"":""London"",""state"":"""",""postalCode"":""NW1 6XE"",""country"":""GB""}",N/A,978-3-100018803,right spear Vol. 1,Mr. Fredrick Haag,,English,Finance,,acceptable,30.41,1,30.41,GBP,no,,,,,,paid,processing,
692a06ec71280243acb1b338,2025-11-28T20:32:44.700Z,6888f7e9e9896d7bd5cc4727,John Test Doe,,07123456789,"{""fullName"":""John Test Doe"",""phoneNumber"":""07123456789"",""addressLine1"":""221B Baker Street"",""addressLine2"":"""",""city"":""London"",""state"":"""",""postalCode"":""NW1 6XE"",""country"":""GB""}",N/A,978-3-100013416,ethical word Vol. 4,Ron Witting Jr.,,English,Language Learning,,very good,13.52,3,40.56,GBP,no,,,,,,paid,processing,
692a06ec71280243acb1b338,2025-11-28T20:32:44.700Z,6888f7e9e9896d7bd5cc4727,John Test Doe,,07123456789,"{""fullName"":""John Test Doe"",""phoneNumber"":""07123456789"",""addressLine1"":""221B Baker Street"",""addressLine2"":"""",""city"":""London"",""state"":"""",""postalCode"":""NW1 6XE"",""country"":""GB""}",N/A,978-3-100000195,ironclad fishery Vol. 1,Melody Fahey,,English,YA Fiction,,new,16.35,1,16.35,GBP,no,,,,,,paid,processing,
692a06ec71280243acb1b338,2025-11-28T20:32:44.700Z,6888f7e9e9896d7bd5cc4727,John Test Doe,,07123456789,"{""fullName"":""John Test Doe"",""phoneNumber"":""07123456789"",""addressLine1"":""221B Baker Street"",""addressLine2"":"""",""city"":""London"",""state"":"""",""postalCode"":""NW1 6XE"",""country"":""GB""}",N/A,978-3-100018229,sizzling sauerkraut Vol. 5,Carole Reinger II,,English,Thriller,,like new,36.66,1,36.66,GBP,no,,,,,,paid,processing,
