OrderId,orderItemId,sku,quantity,price,shippingfee,Name,address1,address2,city,county,postcode,country,phone,email,title,date
693026fd832b655d2308aab4,68910f98c74a37ba54570165,N/A,3,34.42,0.00,John Test Doe,221B Baker Street,,Liverpool,London,NW1 6XE,GB,07123456789,,royal deer Vol. 3,2025-12-03T12:03:09.667Z
693026fd832b655d2308aab4,68911559c74a37ba54571147,N/A,1,18.70,0.00,John Test Doe,221B Baker Street,,Liverpool,London,NW1 6XE,GB,07123456789,,inconsequential space Vol. 1,2025-12-03T12:03:09.667Z
693026fd832b655d2308aab4,688d6ce3a518e109f0424ddb,N/A,2,17.93,0.00,John Test Doe,221B Baker Street,,Liverpool,London,NW1 6XE,GB,07123456789,,sure-footed metal Vol. 2,2025-12-03T12:03:09.667Z
693026fe832b655d2308aabc,689131e2c74a37ba54575beb,N/A,2,44.44,0.00,John Test Doe,221B Baker Street,,Liverpool,London,NW1 6XE,GB,07123456789,,tame tapioca Vol. 5,2025-12-03T12:03:10.492Z
693026fe832b655d2308aabc,6919333aa1ef0ba0c2c5b627,SY01468,2,86.68,0.00,John Test Doe,221B Baker Street,,Liverpool,London,NW1 6XE,GB,07123456789,,Everyone tough point.,2025-12-03T12:03:10.492Z
693026fe832b655d2308aabc,68910412c74a37ba5456e531,N/A,3,37.26,0.00,John Test Doe,221B Baker Street,,Liverpool,London,NW1 6XE,GB,07123456789,,outgoing chops Vol. 2,2025-12-03T12:03:10.492Z
693026ff832b655d2308aac2,688d6a6fa518e109f04245a8,N/A,1,19.85,0.00,John Test Doe,221B Baker Street,,Liverpool,London,NW1 6XE,GB,07123456789,,warm membership Vol. 5,2025-12-03T12:03:11.591Z
693026ff832b655d2308aac2,688d6ce3a518e109f0424eb5,N/A,2,14.55,0.00,John Test Doe,221B Baker Street,,Liverpool,London,NW1 6XE,GB,07123456789,,pushy celsius Vol. 5,2025-12-03T12:03:11.591Z
693026ff832b655d2308aac2,688d6315a518e109f04229d9,N/A,3,10.87,0.00,John Test Doe,221B Baker Street,,Liverpool,London,NW1 6XE,GB,07123456789,,improbable smoke Vol. 1,2025-12-03T12:03:11.591Z
69302700832b655d2308aac8,691aef2095f1c2116064882f,CZ74523,2,96.18,0.00,John Test Doe,221B Baker Street,,Liverpool,London,NW1 6XE,GB,07123456789,,Performance green light great news.,2025-12-03T12:03:12.375Z
69302700832b655d2308aac8,688d6ce3a518e109f0424cb1,N/A,1,21.47,0.00,John Test Doe,221B Baker Street,,Liverpool,London,NW1 6XE,GB,07123456789,,every nougat Vol. 1,2025-12-03T12:03:12.375Z
69302700832b655d2308aac8,68911559c74a37ba54571051,N/A,2,21.39,0.00,John Test Doe,221B Baker Street,,Liverpool,London,NW1 6XE,GB,07123456789,,pink starboard Vol. 1,2025-12-03T12:03:12.375Z
69302701832b655d2308aace,68911d2ec74a37ba54572465,N/A,2,9.23,0.00,John Test Doe,221B Baker Street,,Liverpool,London,NW1 6XE,GB,07123456789,,genuine anticodon Vol. 5,2025-12-03T12:03:13.141Z
69302701832b655d2308aace,689133b6c74a37ba54576233,N/A,1,29.29,0.00,John Test Doe,221B Baker Street,,Liverpool,London,NW1 6XE,GB,07123456789,,all almighty Vol. 1,2025-12-03T12:03:13.141Z
69302701832b655d2308aace,690a61a73ae28fee5bef7e87,CHILD-1762288039640-8,1,12.32,0.00,John Test Doe,221B Baker Street,,Liverpool,London,NW1 6XE,GB,07123456789,,Ollie’s Pocket Universe,2025-12-03T12:03:13.141Z
