order_id,order_date,user_id,customer_name,customer_email,customer_phone,shipping_address_line1,shipping_address_line2,shipping_city,shipping_state,shipping_postcode,shipping_country,sku,isbn,title,author,edition,language,category,tags,condition,price,quantity,total_price,currency,ai_metadata_filled,ai_confidence_score,auto_tags,sync_source,inventory_sync_id,payment_reference,payment_status,order_status,receipt_url
692ecd5cc3561aa090da0e14,2025-12-02T11:28:28.419Z,6888f7e9e9896d7bd5cc4727,John Test Doe,,07123456789,221B Baker Street,,London,,,GB,N/A,978-3-100017799,fortunate chow Vol. 2,Jaime Schaden,,English,Art,,acceptable,41.85,2,83.70,GBP,no,,,,,,paid,processing,
692ecd5cc3561aa090da0e14,2025-12-02T11:28:28.419Z,6888f7e9e9896d7bd5cc4727,John Test Doe,,07123456789,221B Baker Street,,London,,,GB,N/A,978-3-100006211,orange collaboration Vol. 5,Shannon Fadel,,English,History,,very good,24.09,1,24.09,GBP,no,,,,,,paid,processing,
692ecd5cc3561aa090da0e14,2025-12-02T11:28:28.419Z,6888f7e9e9896d7bd5cc4727,John Test Doe,,07123456789,221B Baker Street,,London,,,GB,N/A,978-3-100013444,pleasant casket Vol. 5,Garry Christiansen,,English,Children’s Books,,very good,24.47,3,73.41,GBP,no,,,,,,paid,processing,
692ecd5dc3561aa090da0e1a,2025-12-02T11:28:29.323Z,6888f7e9e9896d7bd5cc4727,John Test Doe,,07123456789,221B Baker Street,,London,,,GB,N/A,978-3-100003816,ordinary marksman Vol. 3,Maria Turner,,English,Academic,,like new,5.29,3,15.87,GBP,no,,,,,,paid,processing,
692ecd5dc3561aa090da0e1a,2025-12-02T11:28:29.323Z,6888f7e9e9896d7bd5cc4727,John Test Doe,,07123456789,221B Baker Street,,London,,,GB,N/A,978-3-100003481,formal reservation Vol. 5,Agnes Dicki I,,English,Language Learning,,good,5.38,1,5.38,GBP,no,,,,,,paid,processing,
692ecd5dc3561aa090da0e1a,2025-12-02T11:28:29.323Z,6888f7e9e9896d7bd5cc4727,John Test Doe,,07123456789,221B Baker Street,,London,,,GB,N/A,978-3-100019793,firsthand widow Vol. 2,Jody Carroll,,English,Leadership,,acceptable,30.47,1,30.47,GBP,no,,,,,,paid,processing,
692ecd5ec3561aa090da0e20,2025-12-02T11:28:30.206Z,6888f7e9e9896d7bd5cc4727,John Test Doe,,07123456789,221B Baker Street,,London,,,GB,N/A,978-3-100016996,haunting wilderness Vol. 4,Pauline Jerde PhD,,English,Graphic Novels,,like new,43.49,2,86.98,GBP,no,,,,,,paid,processing,
692ecd5ec3561aa090da0e20,2025-12-02T11:28:30.206Z,6888f7e9e9896d7bd5cc4727,John Test Doe,,07123456789,221B Baker Street,,London,,,GB,N/A,978-3-100008582,wordy deployment Vol. 5,Molly Carter-Sawayn DDS,,English,Philosophy,,good,27.61,1,27.61,GBP,no,,,,,,paid,processing,
692ecd5ec3561aa090da0e20,2025-12-02T11:28:30.206Z,6888f7e9e9896d7bd5cc4727,John Test Doe,,07123456789,221B Baker Street,,London,,,GB,N/A,978-3-100000970,imaginative deduction Vol. 5,Norma Ryan-Purdy,,English,Biography,,new,18.14,1,18.14,GBP,no,,,,,,paid,processing,
692ecd5fc3561aa090da0e26,2025-12-02T11:28:31.088Z,6888f7e9e9896d7bd5cc4727,John Test Doe,,07123456789,221B Baker Street,,London,,,GB,N/A,978-3-100014132,natural calculus Vol. 1,Michael Rippin,,English,LGBTQ+ Fiction,,like new,42.86,3,128.58,GBP,no,,,,,,paid,processing,
692ecd5fc3561aa090da0e26,2025-12-02T11:28:31.088Z,6888f7e9e9896d7bd5cc4727,John Test Doe,,07123456789,221B Baker Street,,London,,,GB,N/A,978-3-100000157,Test Book #157,Unknown,,English,Uncategorized,,very good,21.09,2,42.18,GBP,yes,0.50,"Unknown, English, Very Good Condition",,,,paid,processing,
692ecd5fc3561aa090da0e26,2025-12-02T11:28:31.088Z,6888f7e9e9896d7bd5cc4727,John Test Doe,,07123456789,221B Baker Street,,London,,,GB,N/A,978-3-100000907,wise finding Vol. 2,Emily Dooley,,English,Health & Wellness,,very good,5.17,1,5.17,GBP,no,,,,,,paid,processing,
692ecd5fc3561aa090da0e2c,2025-12-02T11:28:31.958Z,6888f7e9e9896d7bd5cc4727,John Test Doe,,07123456789,221B Baker Street,,London,,,GB,N/A,978-3-100021747,pushy trolley Vol. 5,Micheal Rau,,English,Test Prep,,good,16.49,3,49.47,GBP,no,,,,,,paid,processing,
692ecd5fc3561aa090da0e2c,2025-12-02T11:28:31.958Z,6888f7e9e9896d7bd5cc4727,John Test Doe,,07123456789,221B Baker Street,,London,,,GB,N/A,978-3-100018122,distant heroine Vol. 3,Adrian Herzog,,English,Latin American Literature,,acceptable,24.16,2,48.32,GBP,no,,,,,,paid,processing,
692ecd5fc3561aa090da0e2c,2025-12-02T11:28:31.958Z,6888f7e9e9896d7bd5cc4727,John Test Doe,,07123456789,221B Baker Street,,London,,,GB,N/A,978-3-100012486,babyish characterization Vol. 4,Sidney Upton,,English,Literary Fiction,,acceptable,18.39,2,36.78,GBP,no,,,,,,paid,processing,
