order_id,order_date,user_id,customer_name,customer_email,customer_phone,shipping_address,sku,isbn,title,author,edition,language,category,tags,condition,price,quantity,total_price,currency,ai_metadata_filled,ai_confidence_score,auto_tags,sync_source,inventory_sync_id,payment_reference,payment_status,order_status,receipt_url
69247479f98d6bea49cb131c,2025-11-24T15:06:33.533Z,6888f7e9e9896d7bd5cc4727,John Test Doe,,07123456789,"{""fullName"":""John Test Doe"",""phoneNumber"":""07123456789"",""addressLine1"":""221B Baker Street"",""addressLine2"":"""",""city"":""London"",""state"":"""",""postalCode"":""NW1 6XE"",""country"":""GB""}",N/A,978-3-100001200,ethical smog Vol. 3,Christine Trantow,,English,Essays,,new,41.55,1,41.55,GBP,no,,,,,,paid,delivered,
69247479f98d6bea49cb131c,2025-11-24T15:06:33.533Z,6888f7e9e9896d7bd5cc4727,John Test Doe,,07123456789,"{""fullName"":""John Test Doe"",""phoneNumber"":""07123456789"",""addressLine1"":""221B Baker Street"",""addressLine2"":"""",""city"":""London"",""state"":"""",""postalCode"":""NW1 6XE"",""country"":""GB""}",N/A,978-3-100009754,orange newsprint Vol. 4,Dr. Edwin Rolfson MD,,English,Religion & Spirituality,,good,21.77,3,65.31,GBP,no,,,,,,paid,delivered,
69247479f98d6bea49cb131c,2025-11-24T15:06:33.533Z,6888f7e9e9896d7bd5cc4727,John Test Doe,,07123456789,"{""fullName"":""John Test Doe"",""phoneNumber"":""07123456789"",""addressLine1"":""221B Baker Street"",""addressLine2"":"""",""city"":""London"",""state"":"""",""postalCode"":""NW1 6XE"",""country"":""GB""}",N/A,978-3-100000752,glaring dash Vol. 3,Rolando Johnston,,English,Fiction,,acceptable,11.10,2,22.20,GBP,yes,0.60,"Volume 3, Unknown Series, English Language",,,,paid,delivered,
6924747df98d6bea49cb1328,2025-11-24T15:06:37.094Z,6888f7e9e9896d7bd5cc4727,John Test Doe,,07123456789,"{""fullName"":""John Test Doe"",""phoneNumber"":""07123456789"",""addressLine1"":""221B Baker Street"",""addressLine2"":"""",""city"":""London"",""state"":"""",""postalCode"":""NW1 6XE"",""country"":""GB""}",N/A,978-3-100002070,mad formamide Vol. 3,Helen Franey,,English,Photography,,like new,44.53,3,133.59,GBP,no,,,,,,paid,delivered,
6924747df98d6bea49cb1328,2025-11-24T15:06:37.094Z,6888f7e9e9896d7bd5cc4727,John Test Doe,,07123456789,"{""fullName"":""John Test Doe"",""phoneNumber"":""07123456789"",""addressLine1"":""221B Baker Street"",""addressLine2"":"""",""city"":""London"",""state"":"""",""postalCode"":""NW1 6XE"",""country"":""GB""}",N/A,978-3-100000325,bare custom Vol. 5,Neil Skiles,,English,Biography,,acceptable,23.26,1,23.26,GBP,no,,,,,,paid,delivered,
6924747df98d6bea49cb1328,2025-11-24T15:06:37.094Z,6888f7e9e9896d7bd5cc4727,John Test Doe,,07123456789,"{""fullName"":""John Test Doe"",""phoneNumber"":""07123456789"",""addressLine1"":""221B Baker Street"",""addressLine2"":"""",""city"":""London"",""state"":"""",""postalCode"":""NW1 6XE"",""country"":""GB""}",N/A,978-3-100001065,frozen obligation Vol. 5,Vera Jacobs,,English,Memoir,,new,38.96,3,116.88,GBP,no,,,,,,paid,delivered,
69247480f98d6bea49cb1334,2025-11-24T15:06:40.711Z,6888f7e9e9896d7bd5cc4727,John Test Doe,,07123456789,"{""fullName"":""John Test Doe"",""phoneNumber"":""07123456789"",""addressLine1"":""221B Baker Street"",""addressLine2"":"""",""city"":""London"",""state"":"""",""postalCode"":""NW1 6XE"",""country"":""GB""}",N/A,978-3-100017771,dazzling prohibition Vol. 4,Barbara Gislason,,English,Philosophy,,new,9.18,3,27.54,GBP,no,,,,,,paid,delivered,
69247480f98d6bea49cb1334,2025-11-24T15:06:40.711Z,6888f7e9e9896d7bd5cc4727,John Test Doe,,07123456789,"{""fullName"":""John Test Doe"",""phoneNumber"":""07123456789"",""addressLine1"":""221B Baker Street"",""addressLine2"":"""",""city"":""London"",""state"":"""",""postalCode"":""NW1 6XE"",""country"":""GB""}",N/A,978-3-100001457,old marksman Vol. 2,Mr. Jaime Brown,,English,YA Fiction,,very good,5.00,3,15.00,GBP,no,,,,,,paid,delivered,
69247480f98d6bea49cb1334,2025-11-24T15:06:40.711Z,6888f7e9e9896d7bd5cc4727,John Test Doe,,07123456789,"{""fullName"":""John Test Doe"",""phoneNumber"":""07123456789"",""addressLine1"":""221B Baker Street"",""addressLine2"":"""",""city"":""London"",""state"":"""",""postalCode"":""NW1 6XE"",""country"":""GB""}",N/A,978-3-100004750,yummy cassava Vol. 3,Lori Klein,,English,Science Fiction,,new,16.35,1,16.35,GBP,no,,,,,,paid,delivered,
69247483f98d6bea49cb1340,2025-11-24T15:06:43.896Z,6888f7e9e9896d7bd5cc4727,John Test Doe,,07123456789,"{""fullName"":""John Test Doe"",""phoneNumber"":""07123456789"",""addressLine1"":""221B Baker Street"",""addressLine2"":"""",""city"":""London"",""state"":"""",""postalCode"":""NW1 6XE"",""country"":""GB""}",N/A,978-3-100001446,fatherly independence Vol. 5,Nettie West,,English,Politics,,new,39.34,3,118.02,GBP,no,,,,,,paid,delivered,
