OrderId,orderItemId,sku,quantity,price,shippingfee,Name,address1,address2,city,county,postcode,country,phone,email,title,date
69302e2440d7923c504c1e7d,6919333ea1ef0ba0c2c5b637,SP46421,3,32.74,4.99,John Test Doe,221B Baker Street,,Liverpool,London,NW1 6XE,GB,07123456789,donmissile@gmail.com,Return cell happy than.,2025-12-03T12:33:40.498Z
69302e2440d7923c504c1e7d,6919335ea1ef0ba0c2c5b6bb,IZ32061,3,11.96,4.99,John Test Doe,221B Baker Street,,Liverpool,London,NW1 6XE,GB,07123456789,donmissile@gmail.com,Hope stop fire.,2025-12-03T12:33:40.498Z
69302e2440d7923c504c1e7d,691aef1795f1c2116064880d,WA24493,3,96.63,4.99,John Test Doe,221B Baker Street,,Liverpool,London,NW1 6XE,GB,07123456789,donmissile@gmail.com,Story the understand international such.,2025-12-03T12:33:40.498Z
69302e2540d7923c504c1e85,691aeef695f1c21160648787,DW84542,2,40.65,4.99,John Test Doe,221B Baker Street,,Liverpool,London,NW1 6XE,GB,07123456789,donmissile@gmail.com,Cost boy large international control.,2025-12-03T12:33:41.512Z
69302e2540d7923c504c1e85,691aef2d95f1c21160648860,UL25586,1,99.51,4.99,John Test Doe,221B Baker Street,,Liverpool,London,NW1 6XE,GB,07123456789,donmissile@gmail.com,That produce public space.,2025-12-03T12:33:41.512Z
69302e2540d7923c504c1e85,69191ed1176349027d8fc7fb,SKU00007,1,8.50,4.99,John Test Doe,221B Baker Street,,Liverpool,London,NW1 6XE,GB,07123456789,donmissile@gmail.com,Sample Book Title 7,2025-12-03T12:33:41.512Z
69302e2640d7923c504c1e8b,690a5ffa4b2fa7705cc87637,CLEAR-1762287610158-17,1,5.41,4.99,John Test Doe,221B Baker Street,,Liverpool,London,NW1 6XE,GB,07123456789,donmissile@gmail.com,Forgotten Steps,2025-12-03T12:33:42.289Z
69302e2640d7923c504c1e8b,6916abcac6df088687c32f40,751906,2,3.49,4.99,John Test Doe,221B Baker Street,,Liverpool,London,NW1 6XE,GB,07123456789,donmissile@gmail.com,The Rough Guide to Thailand's Beaches and Islands (751906),2025-12-03T12:33:42.289Z
69302e2640d7923c504c1e8b,690a5ffa4b2fa7705cc87632,CLEAR-1762287610158-12,1,3.41,4.99,John Test Doe,221B Baker Street,,Liverpool,London,NW1 6XE,GB,07123456789,donmissile@gmail.com,The Merchant’s Daughter,2025-12-03T12:33:42.289Z
69302e2740d7923c504c1e91,691aeefa95f1c21160648799,JD00584,2,92.21,4.99,John Test Doe,221B Baker Street,,Liverpool,London,NW1 6XE,GB,07123456789,donmissile@gmail.com,Design beyond today environmental.,2025-12-03T12:33:43.059Z
69302e2740d7923c504c1e91,691aeeef95f1c2116064876b,YL24193,1,38.84,4.99,John Test Doe,221B Baker Street,,Liverpool,London,NW1 6XE,GB,07123456789,donmissile@gmail.com,Also with.,2025-12-03T12:33:43.059Z
69302e2740d7923c504c1e91,69191ed1176349027d8fc7fb,SKU00007,1,8.50,4.99,John Test Doe,221B Baker Street,,Liverpool,London,NW1 6XE,GB,07123456789,donmissile@gmail.com,Sample Book Title 7,2025-12-03T12:33:43.059Z
69302e2740d7923c504c1e97,691aef3095f1c2116064886d,OW98472,3,93.16,4.99,John Test Doe,221B Baker Street,,Liverpool,London,NW1 6XE,GB,07123456789,donmissile@gmail.com,Plan expect soon quality.,2025-12-03T12:33:43.865Z
69302e2740d7923c504c1e97,690a55f788783673b3931745,CLEARNEW-7,2,37.26,4.99,John Test Doe,221B Baker Street,,Liverpool,London,NW1 6XE,GB,07123456789,donmissile@gmail.com,Letters from the Attic,2025-12-03T12:33:43.865Z
69302e2740d7923c504c1e97,691aeef495f1c21160648781,OH73467,3,63.93,4.99,John Test Doe,221B Baker Street,,Liverpool,London,NW1 6XE,GB,07123456789,donmissile@gmail.com,Describe remember.,2025-12-03T12:33:43.865Z
