order_id,order_date,user_id,customer_name,customer_email,customer_phone,shipping_address_line1,shipping_address_line2,shipping_city,shipping_state,shipping_postcode,shipping_country,sku,isbn,title,author,edition,language,category,tags,condition,price,quantity,total_price,currency,ai_metadata_filled,ai_confidence_score,auto_tags,sync_source,inventory_sync_id,payment_reference,payment_status,order_status,receipt_url
692ecf2f3b70596ee51c9eac,2025-12-02T11:36:15.208Z,6888f7e9e9896d7bd5cc4727,John Test Doe,,07123456789,221B Baker Street,,London,,,GB,N/A,978-3-100025202,unusual t-shirt Vol. 4,Betsy Weber,,English,Textbooks,,new,35.48,1,35.48,GBP,no,,,,,,paid,processing,
692ecf2f3b70596ee51c9eac,2025-12-02T11:36:15.208Z,6888f7e9e9896d7bd5cc4727,John Test Doe,,07123456789,221B Baker Street,,London,,,GB,N/A,978-3-100007724,left tail Vol. 4,Erma Osinski,,English,Graphic Novels,,very good,30.86,1,30.86,GBP,no,,,,,,paid,processing,
692ecf2f3b70596ee51c9eac,2025-12-02T11:36:15.208Z,6888f7e9e9896d7bd5cc4727,John Test Doe,,07123456789,221B Baker Street,,London,,,GB,N/A,978-3-100000368,Test Book #368,Unknown,,English,Biography,,new,42.39,1,42.39,GBP,no,,,,,,paid,processing,
692ecf303b70596ee51c9eb2,2025-12-02T11:36:16.097Z,6888f7e9e9896d7bd5cc4727,John Test Doe,,07123456789,221B Baker Street,,London,,,GB,N/A,978-3-100006521,inexperienced councilman Vol. 2,Karl Beer,,English,LGBTQ+ Fiction,,new,19.82,3,59.46,GBP,no,,,,,,paid,processing,
692ecf303b70596ee51c9eb2,2025-12-02T11:36:16.097Z,6888f7e9e9896d7bd5cc4727,John Test Doe,,07123456789,221B Baker Street,,London,,,GB,N/A,978-3-100000842,Test Book #842,Unknown,,English,Graphic Novels,,very good,20.09,3,60.27,GBP,no,,,,,,paid,processing,
692ecf303b70596ee51c9eb2,2025-12-02T11:36:16.097Z,6888f7e9e9896d7bd5cc4727,John Test Doe,,07123456789,221B Baker Street,,London,,,GB,N/A,978-3-100000101,well-to-do gray Vol. 1,Janet Lueilwitz,,English,Language Learning,,new,5.34,2,10.68,GBP,no,,,,,,paid,processing,
692ecf303b70596ee51c9eb8,2025-12-02T11:36:16.966Z,6888f7e9e9896d7bd5cc4727,John Test Doe,,07123456789,221B Baker Street,,London,,,GB,N/A,978-3-100001733,cheap cow Vol. 5,Natalie Yost,,English,Mindfulness,,like new,14.05,1,14.05,GBP,no,,,,,,paid,processing,
692ecf303b70596ee51c9eb8,2025-12-02T11:36:16.966Z,6888f7e9e9896d7bd5cc4727,John Test Doe,,07123456789,221B Baker Street,,London,,,GB,N/A,978-3-100000472,Test Book #472,Unknown,,English,Health & Wellness,,acceptable,21.46,2,42.92,GBP,no,,,,,,paid,processing,
692ecf303b70596ee51c9eb8,2025-12-02T11:36:16.966Z,6888f7e9e9896d7bd5cc4727,John Test Doe,,07123456789,221B Baker Street,,London,,,GB,N/A,978-3-100004680,vivacious publicity Vol. 2,Cheryl Muller,,English,YA Fiction,,new,29.97,3,89.91,GBP,no,,,,,,paid,processing,
692ecf313b70596ee51c9ebe,2025-12-02T11:36:17.819Z,6888f7e9e9896d7bd5cc4727,John Test Doe,,07123456789,221B Baker Street,,London,,,GB,N/A,978-3-100024877,webbed kiss Vol. 4,Alyssa Stehr,,English,Psychology,,very good,33.42,1,33.42,GBP,no,,,,,,paid,processing,
692ecf313b70596ee51c9ebe,2025-12-02T11:36:17.819Z,6888f7e9e9896d7bd5cc4727,John Test Doe,,07123456789,221B Baker Street,,London,,,GB,N/A,978-3-100002206,excitable fencing Vol. 1,Linda Moen,,English,Sports & Recreation,,good,22.77,3,68.31,GBP,yes,0.95,"fencing, sports, instructional",,,,paid,processing,
692ecf313b70596ee51c9ebe,2025-12-02T11:36:17.819Z,6888f7e9e9896d7bd5cc4727,John Test Doe,,07123456789,221B Baker Street,,London,,,GB,N/A,978-3-100000527,unrealistic publication Vol. 4,Nettie Murphy-Raynor,,English,Unknown,,good,33.53,3,100.59,GBP,yes,0.60,"Unrealistic Publication, Volume 4, English",,,,paid,processing,
692ecf323b70596ee51c9ec4,2025-12-02T11:36:18.625Z,6888f7e9e9896d7bd5cc4727,John Test Doe,,07123456789,221B Baker Street,,London,,,GB,N/A,978-3-100008863,neighboring steak Vol. 1,Dawn McGlynn,,English,Finance,,new,9.97,1,9.97,GBP,no,,,,,,paid,processing,
692ecf323b70596ee51c9ec4,2025-12-02T11:36:18.625Z,6888f7e9e9896d7bd5cc4727,John Test Doe,,07123456789,221B Baker Street,,London,,,GB,N/A,978-3-100000651,disloyal operating Vol. 1,Julio Collins,,English,Self-Help,,good,23.72,1,23.72,GBP,no,,,,,,paid,processing,
692ecf323b70596ee51c9ec4,2025-12-02T11:36:18.625Z,6888f7e9e9896d7bd5cc4727,John Test Doe,,07123456789,221B Baker Street,,London,,,GB,N/A,978-3-100018590,stingy traffic Vol. 1,Freddie Harris,,English,Biography,,new,44.63,2,89.26,GBP,no,,,,,,paid,processing,
