order_id,order_date,user_id,customer_name,customer_email,customer_phone,shipping_address_line1,shipping_address_line2,shipping_city,shipping_state,shipping_postcode,shipping_country,sku,isbn,title,author,edition,language,category,tags,condition,price,quantity,total_price,currency,ai_metadata_filled,ai_confidence_score,auto_tags,sync_source,inventory_sync_id,payment_reference,payment_status,order_status,receipt_url
692ecb21708b77c0348d5f31,2025-12-02T11:18:57.336Z,6888f7e9e9896d7bd5cc4727,John Test Doe,,07123456789,221B Baker Street,,London,,,GB,N/A,978-3-100020131,mindless subsidy Vol. 3,Ronnie Swift,,English,Psychology,,like new,33.17,1,33.17,GBP,no,,,,,,paid,processing,
692ecb21708b77c0348d5f31,2025-12-02T11:18:57.336Z,6888f7e9e9896d7bd5cc4727,John Test Doe,,07123456789,221B Baker Street,,London,,,GB,N/A,978-3-100019573,flashy publicity Vol. 1,Shaun Okuneva,,English,Entrepreneurship,,like new,25.27,1,25.27,GBP,no,,,,,,paid,processing,
692ecb21708b77c0348d5f31,2025-12-02T11:18:57.336Z,6888f7e9e9896d7bd5cc4727,John Test Doe,,07123456789,221B Baker Street,,London,,,GB,N/A,978-3-100001232,decisive ceramic Vol. 1,Ed Ledner,,English,Mystery,,good,20.96,2,41.92,GBP,no,,,,,,paid,processing,
692ecb22708b77c0348d5f39,2025-12-02T11:18:58.168Z,6888f7e9e9896d7bd5cc4727,John Test Doe,,07123456789,221B Baker Street,,London,,,GB,N/A,978-2-300000009,Vintage Poetry Collection,Mr. Rickey Nolan,,English,Clearance,,very good,27.81,1,27.81,GBP,yes,,,,,,paid,processing,
692ecb22708b77c0348d5f39,2025-12-02T11:18:58.168Z,6888f7e9e9896d7bd5cc4727,John Test Doe,,07123456789,221B Baker Street,,London,,,GB,N/A,978-3-100024800,some filter Vol. 4,Anita Zemlak,,English,Technology,,like new,32.08,1,32.08,GBP,no,,,,,,paid,processing,
692ecb22708b77c0348d5f39,2025-12-02T11:18:58.168Z,6888f7e9e9896d7bd5cc4727,John Test Doe,,07123456789,221B Baker Street,,London,,,GB,N/A,978-3-100006004,sore convection Vol. 5,Stewart Hansen,,English,Finance,,good,29.79,1,29.79,GBP,no,,,,,,paid,processing,
692ecb22708b77c0348d5f3f,2025-12-02T11:18:58.967Z,6888f7e9e9896d7bd5cc4727,John Test Doe,,07123456789,221B Baker Street,,London,,,GB,N/A,978-3-100007551,perky hydrolyze Vol. 4,Marshall Brown,,English,Business,,like new,17.63,3,52.89,GBP,no,,,,,,paid,processing,
692ecb22708b77c0348d5f3f,2025-12-02T11:18:58.967Z,6888f7e9e9896d7bd5cc4727,John Test Doe,,07123456789,221B Baker Street,,London,,,GB,N/A,978-3-100015998,swift tuber Vol. 1,Raul Schmidt,,English,Mindfulness,,like new,32.55,2,65.10,GBP,no,,,,,,paid,processing,
692ecb22708b77c0348d5f3f,2025-12-02T11:18:58.967Z,6888f7e9e9896d7bd5cc4727,John Test Doe,,07123456789,221B Baker Street,,London,,,GB,N/A,978-3-100005702,second-hand tail Vol. 3,Darren Upton,,English,Finance,,acceptable,16.47,2,32.94,GBP,no,,,,,,paid,processing,
692ecb23708b77c0348d5f45,2025-12-02T11:18:59.761Z,6888f7e9e9896d7bd5cc4727,John Test Doe,,07123456789,221B Baker Street,,London,,,GB,N/A,978-3-100003594,somber viability Vol. 3,Dr. Kent Hammes,,English,Essays,,good,39.64,3,118.92,GBP,no,,,,,,paid,processing,
692ecb23708b77c0348d5f45,2025-12-02T11:18:59.761Z,6888f7e9e9896d7bd5cc4727,John Test Doe,,07123456789,221B Baker Street,,London,,,GB,N/A,978-3-100009706,pure custody Vol. 5,Amanda McGlynn PhD,,English,Essays,,like new,33.62,3,100.86,GBP,no,,,,,,paid,processing,
692ecb23708b77c0348d5f45,2025-12-02T11:18:59.761Z,6888f7e9e9896d7bd5cc4727,John Test Doe,,07123456789,221B Baker Street,,London,,,GB,N/A,978-3-100002623,gaseous lamp Vol. 3,Dr. Michael Prohaska V,,English,Art,,very good,14.43,3,43.29,GBP,no,,,,,,paid,processing,
692ecb24708b77c0348d5f4b,2025-12-02T11:19:00.532Z,6888f7e9e9896d7bd5cc4727,John Test Doe,,07123456789,221B Baker Street,,London,,,GB,N/A,978-3-100002579,gracious editor Vol. 3,Carole Weimann III,,English,Periodicals,,good,20.64,2,41.28,GBP,yes,0.50,"editing, writing, journalism",,,,paid,processing,
692ecb24708b77c0348d5f4b,2025-12-02T11:19:00.532Z,6888f7e9e9896d7bd5cc4727,John Test Doe,,07123456789,221B Baker Street,,London,,,GB,N/A,978-3-100003526,thin testimonial Vol. 2,Terrence Jast,,English,Psychology,,acceptable,20.35,1,20.35,GBP,no,,,,,,paid,processing,
692ecb24708b77c0348d5f4b,2025-12-02T11:19:00.532Z,6888f7e9e9896d7bd5cc4727,John Test Doe,,07123456789,221B Baker Street,,London,,,GB,N/A,978-3-100013786,slow siege Vol. 2,Dr. Andy Effertz,,English,Health & Wellness,,new,9.23,3,27.69,GBP,no,,,,,,paid,processing,
