OrderId,orderItemId,sku,quantity,price,shippingfee,Name,address1,address2,city,county,postcode,country,phone,email,title,date
6930283d995729fa79368203,688d618d24bc2bd88f948664,,3,30.14,0.00,John Test Doe,221B Baker Street,,Liverpool,London,NW1 6XE,GB,07123456789,,Test Book #775,2025-12-03T12:08:29.615Z
6930283d995729fa79368203,6891022dc74a37ba5456de49,,2,5.61,0.00,John Test Doe,221B Baker Street,,Liverpool,London,NW1 6XE,GB,07123456789,,familiar vestment Vol. 4,2025-12-03T12:08:29.615Z
6930283d995729fa79368203,689122ebc74a37ba545732ad,,2,8.06,0.00,John Test Doe,221B Baker Street,,Liverpool,London,NW1 6XE,GB,07123456789,,spiffy shore Vol. 1,2025-12-03T12:08:29.615Z
6930283e995729fa7936820c,688d6933a518e109f0423fc6,,3,39.96,0.00,John Test Doe,221B Baker Street,,Liverpool,London,NW1 6XE,GB,07123456789,,stiff vicinity Vol. 5,2025-12-03T12:08:30.425Z
6930283e995729fa7936820c,6919332da1ef0ba0c2c5b5ef,MW81348,2,26.12,0.00,John Test Doe,221B Baker Street,,Liverpool,London,NW1 6XE,GB,07123456789,,Provide yourself month apply book.,2025-12-03T12:08:30.425Z
6930283e995729fa7936820c,688d6932a518e109f0423e0f,,1,16.60,0.00,John Test Doe,221B Baker Street,,Liverpool,London,NW1 6XE,GB,07123456789,,graceful wheel Vol. 5,2025-12-03T12:08:30.425Z
6930283f995729fa79368212,688d6e1da518e109f042532a,,2,40.46,0.00,John Test Doe,221B Baker Street,,Liverpool,London,NW1 6XE,GB,07123456789,,swift trash Vol. 1,2025-12-03T12:08:31.152Z
6930283f995729fa79368212,688d6451a518e109f0422e57,,3,13.31,0.00,John Test Doe,221B Baker Street,,Liverpool,London,NW1 6XE,GB,07123456789,,back warming Vol. 4,2025-12-03T12:08:31.152Z
6930283f995729fa79368212,689133b6c74a37ba545762cd,,1,21.99,0.00,John Test Doe,221B Baker Street,,Liverpool,London,NW1 6XE,GB,07123456789,,pushy kielbasa Vol. 1,2025-12-03T12:08:31.152Z
6930283f995729fa79368218,68911751c74a37ba54571647,,3,33.51,0.00,John Test Doe,221B Baker Street,,Liverpool,London,NW1 6XE,GB,07123456789,,defenseless championship Vol. 3,2025-12-03T12:08:31.975Z
6930283f995729fa79368218,68911948c74a37ba54571b26,,3,9.96,0.00,John Test Doe,221B Baker Street,,Liverpool,London,NW1 6XE,GB,07123456789,,prickly provision Vol. 2,2025-12-03T12:08:31.975Z
6930283f995729fa79368218,688d6baea518e109f042484b,,2,34.93,0.00,John Test Doe,221B Baker Street,,Liverpool,London,NW1 6XE,GB,07123456789,,bogus toaster Vol. 5,2025-12-03T12:08:31.975Z
69302840995729fa7936821e,68911d2ec74a37ba54572503,,1,30.67,0.00,John Test Doe,221B Baker Street,,Liverpool,London,NW1 6XE,GB,07123456789,,trim redesign Vol. 2,2025-12-03T12:08:32.692Z
69302840995729fa7936821e,688d67f8a518e109f0423a64,,1,26.68,0.00,John Test Doe,221B Baker Street,,Liverpool,London,NW1 6XE,GB,07123456789,,responsible flu Vol. 4,2025-12-03T12:08:32.692Z
69302840995729fa7936821e,688d6451a518e109f0422e72,,3,11.19,0.00,John Test Doe,221B Baker Street,,Liverpool,London,NW1 6XE,GB,07123456789,,hefty swath Vol. 3,2025-12-03T12:08:32.692Z
