order_id,order_date,user_id,customer_name,customer_email,customer_phone,shipping_address_line1,shipping_address_line2,shipping_city,shipping_state,shipping_postcode,shipping_country,sku,isbn,title,author,edition,language,category,tags,condition,price,quantity,total_price,currency,ai_metadata_filled,ai_confidence_score,auto_tags,sync_source,inventory_sync_id,payment_reference,payment_status,order_status,receipt_url
692ece22e3551d085bc0379b,2025-12-02T11:31:46.653Z,6888f7e9e9896d7bd5cc4727,John Test Doe,,07123456789,221B Baker Street,,London,,,GB,N/A,978-3-100000478,male ectoderm Vol. 2,Guadalupe Mante,,English,Science,,good,27.78,1,27.78,GBP,yes,0.75,"Biology, Ectoderm, Volume 2",,,,paid,processing,
692ece22e3551d085bc0379b,2025-12-02T11:31:46.653Z,6888f7e9e9896d7bd5cc4727,John Test Doe,,07123456789,221B Baker Street,,London,,,GB,N/A,978-3-100021174,zealous gripper Vol. 5,Dallas Jacobs-Renner,,English,Art,,good,12.46,1,12.46,GBP,no,,,,,,paid,processing,
692ece22e3551d085bc0379b,2025-12-02T11:31:46.653Z,6888f7e9e9896d7bd5cc4727,John Test Doe,,07123456789,221B Baker Street,,London,,,GB,N/A,978-3-100027995,overdue defendant Vol. 4,Sergio Rowe Sr.,,English,Biography,,very good,34.21,3,102.63,GBP,no,,,,,,paid,processing,
692ece23e3551d085bc037a1,2025-12-02T11:31:47.790Z,6888f7e9e9896d7bd5cc4727,John Test Doe,,07123456789,221B Baker Street,,London,,,GB,N/A,978-3-100016786,trustworthy chasuble Vol. 4,Abel Kris,,English,Contemporary Fiction,,like new,13.25,2,26.50,GBP,no,,,,,,paid,processing,
692ece23e3551d085bc037a1,2025-12-02T11:31:47.790Z,6888f7e9e9896d7bd5cc4727,John Test Doe,,07123456789,221B Baker Street,,London,,,GB,N/A,978-3-100002028,wide-eyed creature Vol. 3,Johnnie Littel,,English,Romance,,like new,16.98,2,33.96,GBP,no,,,,,,paid,processing,
692ece23e3551d085bc037a1,2025-12-02T11:31:47.790Z,6888f7e9e9896d7bd5cc4727,John Test Doe,,07123456789,221B Baker Street,,London,,,GB,N/A,978-3-100015071,wretched cod Vol. 1,Orlando Wyman,,English,Biography,,acceptable,20.21,2,40.42,GBP,no,,,,,,paid,processing,
692ece24e3551d085bc037a7,2025-12-02T11:31:48.793Z,6888f7e9e9896d7bd5cc4727,John Test Doe,,07123456789,221B Baker Street,,London,,,GB,N/A,978-3-100003938,outgoing topsail Vol. 2,Dr. Pamela Simonis Sr.,,English,Asian Literature,,like new,41.70,3,125.10,GBP,no,,,,,,paid,processing,
692ece24e3551d085bc037a7,2025-12-02T11:31:48.793Z,6888f7e9e9896d7bd5cc4727,John Test Doe,,07123456789,221B Baker Street,,London,,,GB,N/A,978-3-100025672,agile safe Vol. 5,Paul Daugherty,,English,True Crime,,good,11.80,2,23.60,GBP,no,,,,,,paid,processing,
692ece24e3551d085bc037a7,2025-12-02T11:31:48.793Z,6888f7e9e9896d7bd5cc4727,John Test Doe,,07123456789,221B Baker Street,,London,,,GB,N/A,978-3-100001529,moist developing Vol. 3,Garry Gutmann,,English,Science,,acceptable,40.59,1,40.59,GBP,no,,,,,,paid,processing,
692ece25e3551d085bc037ad,2025-12-02T11:31:49.916Z,6888f7e9e9896d7bd5cc4727,John Test Doe,,07123456789,221B Baker Street,,London,,,GB,N/A,978-3-100006268,jumbo corporation Vol. 1,Kelly Hermann V,,English,Science,,like new,37.19,2,74.38,GBP,no,,,,,,paid,processing,
692ece25e3551d085bc037ad,2025-12-02T11:31:49.916Z,6888f7e9e9896d7bd5cc4727,John Test Doe,,07123456789,221B Baker Street,,London,,,GB,N/A,978-3-100000909,major footrest Vol. 4,Ronnie Mohr,,English,Unknown,,new,26.80,2,53.60,GBP,yes,0.70,"Volume 4, New Release, English Language",,,,paid,processing,
692ece25e3551d085bc037ad,2025-12-02T11:31:49.916Z,6888f7e9e9896d7bd5cc4727,John Test Doe,,07123456789,221B Baker Street,,London,,,GB,N/A,978-3-100010333,expert necklace Vol. 5,Tommy Harvey DDS,,English,Business,,like new,20.32,3,60.96,GBP,no,,,,,,paid,processing,
692ece27e3551d085bc037b3,2025-12-02T11:31:51.032Z,6888f7e9e9896d7bd5cc4727,John Test Doe,,07123456789,221B Baker Street,,London,,,GB,N/A,978-3-100026556,light sundae Vol. 4,Lowell Marquardt,,English,Finance,,good,34.49,3,103.47,GBP,no,,,,,,paid,processing,
692ece27e3551d085bc037b3,2025-12-02T11:31:51.032Z,6888f7e9e9896d7bd5cc4727,John Test Doe,,07123456789,221B Baker Street,,London,,,GB,ZY60838,9780099062325,Yet conference forget.,Joseph Orr,2th,Italian,Fiction,,acceptable,40.27,3,120.81,GBP,yes,0.10,"abstract, nonsense, Italian literature",csv,ZY60838,,paid,processing,
692ece27e3551d085bc037b3,2025-12-02T11:31:51.032Z,6888f7e9e9896d7bd5cc4727,John Test Doe,,07123456789,221B Baker Street,,London,,,GB,753144,9780192861986,The Emperor's New Mind (753144),Roger Penrose,,English,Non-fiction,,good,3.49,3,10.47,GBP,no,,,csv,753144,,paid,processing,
