OrderId,orderItemId,sku,quantity,price,shippingfee,Name,address1,address2,city,county,postcode,country,phone,email,title,date
69302a038b3be16c52234965,690a5ffa4b2fa7705cc87628,CLEAR-1762287610156-2,3,5.06,4.99,John Test Doe,221B Baker Street,,Liverpool,London,NW1 6XE,GB,07123456789,,Letters to the Unknown,2025-12-03T12:16:03.383Z
69302a038b3be16c52234965,691aef1d95f1c21160648826,VI95039,1,65.06,4.99,John Test Doe,221B Baker Street,,Liverpool,London,NW1 6XE,GB,07123456789,,Arrive main.,2025-12-03T12:16:03.383Z
69302a038b3be16c52234965,690a5ffa4b2fa7705cc8762d,CLEAR-1762287610157-7,1,4.78,4.99,John Test Doe,221B Baker Street,,Liverpool,London,NW1 6XE,GB,07123456789,,The Dust Collector’s Tale,2025-12-03T12:16:03.383Z
69302a048b3be16c5223496d,6916abd0c6df088687c32f56,752563,2,3.49,4.99,John Test Doe,221B Baker Street,,Liverpool,London,NW1 6XE,GB,07123456789,,DK Eyewitness Ireland (752563),2025-12-03T12:16:04.176Z
69302a048b3be16c5223496d,691aef0d95f1c211606487e6,WE27591,3,41.48,4.99,John Test Doe,221B Baker Street,,Liverpool,London,NW1 6XE,GB,07123456789,,Agency military white rest.,2025-12-03T12:16:04.176Z
69302a048b3be16c5223496d,690a55f788783673b3931731,CHILDNEW-7,2,6.40,4.99,John Test Doe,221B Baker Street,,Liverpool,London,NW1 6XE,GB,07123456789,,The Enchanted Backpack,2025-12-03T12:16:04.176Z
69302a058b3be16c52234973,690a633fcc02caeb6d1a1033,CLEAR-1762288447537-19,2,5.70,4.99,John Test Doe,221B Baker Street,,Liverpool,London,NW1 6XE,GB,07123456789,,The Last Shop on Crescent Lane,2025-12-03T12:16:05.194Z
69302a058b3be16c52234973,690a55f788783673b3931747,CLEARNEW-9,1,33.69,4.99,John Test Doe,221B Baker Street,,Liverpool,London,NW1 6XE,GB,07123456789,,Whispers in the Wine Cellar,2025-12-03T12:16:05.194Z
69302a058b3be16c52234973,691aef0c95f1c211606487df,OO89646,2,30.35,4.99,John Test Doe,221B Baker Street,,Liverpool,London,NW1 6XE,GB,07123456789,,Early song start purpose quality.,2025-12-03T12:16:05.194Z
69302a058b3be16c52234979,6919332ca1ef0ba0c2c5b5ec,AY23799,2,6.29,4.99,John Test Doe,221B Baker Street,,Liverpool,London,NW1 6XE,GB,07123456789,,Show radio return good likely.,2025-12-03T12:16:05.989Z
69302a058b3be16c52234979,69193323a1ef0ba0c2c5b5ce,MS66390,1,40.34,4.99,John Test Doe,221B Baker Street,,Liverpool,London,NW1 6XE,GB,07123456789,,Doctor yet grow.,2025-12-03T12:16:05.989Z
69302a058b3be16c52234979,690a55f788783673b393174b,CLEARNEW-13,3,30.00,4.99,John Test Doe,221B Baker Street,,Liverpool,London,NW1 6XE,GB,07123456789,,Tales from the Rusty Key,2025-12-03T12:16:05.989Z
69302a068b3be16c5223497f,690a61a73ae28fee5bef7e86,CHILD-1762288039640-7,2,12.49,4.99,John Test Doe,221B Baker Street,,Liverpool,London,NW1 6XE,GB,07123456789,,The Princess Who Painted Stars,2025-12-03T12:16:06.812Z
69302a068b3be16c5223497f,691aef3095f1c2116064886d,OW98472,2,93.16,4.99,John Test Doe,221B Baker Street,,Liverpool,London,NW1 6XE,GB,07123456789,,Plan expect soon quality.,2025-12-03T12:16:06.812Z
69302a068b3be16c5223497f,690a61a73ae28fee5bef7e7f,CHILD-1762288039637-0,2,4.32,4.99,John Test Doe,221B Baker Street,,Liverpool,London,NW1 6XE,GB,07123456789,,The Secret Garden Gate,2025-12-03T12:16:06.812Z
