order_id,order_date,user_id,customer_name,customer_email,customer_phone,shipping_address_line1,shipping_address_line2,shipping_city,shipping_state,shipping_postcode,shipping_country,sku,isbn,title,author,edition,language,category,tags,condition,price,quantity,total_price,currency,ai_metadata_filled,ai_confidence_score,auto_tags,sync_source,inventory_sync_id,payment_reference,payment_status,order_status,receipt_url
692eccf6b21fcbc53b2dcc37,2025-12-02T11:26:46.946Z,6888f7e9e9896d7bd5cc4727,John Test Doe,,07123456789,221B Baker Street,,London,,,GB,N/A,978-3-100017273,cultivated postbox Vol. 3,Janis Smitham,,English,Investing,,new,27.39,2,54.78,GBP,no,,,,,,paid,processing,
692eccf6b21fcbc53b2dcc37,2025-12-02T11:26:46.946Z,6888f7e9e9896d7bd5cc4727,John Test Doe,,07123456789,221B Baker Street,,London,,,GB,N/A,978-3-100012436,earnest alligator Vol. 5,Helen Jaskolski,,English,Asian Literature,,very good,36.79,1,36.79,GBP,no,,,,,,paid,processing,
692eccf6b21fcbc53b2dcc37,2025-12-02T11:26:46.946Z,6888f7e9e9896d7bd5cc4727,John Test Doe,,07123456789,221B Baker Street,,London,,,GB,N/A,978-3-100025330,legal vol Vol. 4,Miguel Wehner,,English,Investing,,like new,41.12,2,82.24,GBP,no,,,,,,paid,processing,
692eccf8b21fcbc53b2dcc3d,2025-12-02T11:26:48.167Z,6888f7e9e9896d7bd5cc4727,John Test Doe,,07123456789,221B Baker Street,,London,,,GB,N/A,978-3-100014124,lavish napkin Vol. 4,Mrs. April Gorczany,,English,Memoir,,like new,24.60,3,73.80,GBP,no,,,,,,paid,processing,
692eccf8b21fcbc53b2dcc3d,2025-12-02T11:26:48.167Z,6888f7e9e9896d7bd5cc4727,John Test Doe,,07123456789,221B Baker Street,,London,,,GB,N/A,978-3-100008106,fussy distinction Vol. 4,Shirley Mante,,English,African Literature,,like new,35.58,1,35.58,GBP,no,,,,,,paid,processing,
692eccf8b21fcbc53b2dcc3d,2025-12-02T11:26:48.167Z,6888f7e9e9896d7bd5cc4727,John Test Doe,,07123456789,221B Baker Street,,London,,,GB,N/A,978-3-100025467,husky commodity Vol. 5,Geoffrey Kshlerin,,English,Asian Literature,,very good,42.44,3,127.32,GBP,no,,,,,,paid,processing,
692eccf9b21fcbc53b2dcc43,2025-12-02T11:26:49.265Z,6888f7e9e9896d7bd5cc4727,John Test Doe,,07123456789,221B Baker Street,,London,,,GB,N/A,978-3-100026139,worthy charm Vol. 3,Merle Hahn,,English,Global Literature,,new,35.57,2,71.14,GBP,no,,,,,,paid,processing,
692eccf9b21fcbc53b2dcc43,2025-12-02T11:26:49.265Z,6888f7e9e9896d7bd5cc4727,John Test Doe,,07123456789,221B Baker Street,,London,,,GB,WI93110,9781851210060,Matter specific throughout.,Douglas Perkins,2th,English,Chemistry,,good,53.84,1,53.84,GBP,yes,0.60,"Chemistry, Analytical Chemistry, Mass Spectrometry",csv,WI93110,,paid,processing,
692eccf9b21fcbc53b2dcc43,2025-12-02T11:26:49.265Z,6888f7e9e9896d7bd5cc4727,John Test Doe,,07123456789,221B Baker Street,,London,,,GB,N/A,978-3-100021803,entire festival Vol. 3,Amy Cartwright,,English,Mindfulness,,like new,22.20,1,22.20,GBP,no,,,,,,paid,processing,
692eccfab21fcbc53b2dcc49,2025-12-02T11:26:50.235Z,6888f7e9e9896d7bd5cc4727,John Test Doe,,07123456789,221B Baker Street,,London,,,GB,N/A,978-3-100011580,fantastic middle Vol. 1,Brett Schultz,,English,Romance,,acceptable,8.38,1,8.38,GBP,no,,,,,,paid,processing,
692eccfab21fcbc53b2dcc49,2025-12-02T11:26:50.235Z,6888f7e9e9896d7bd5cc4727,John Test Doe,,07123456789,221B Baker Street,,London,,,GB,N/A,978-3-100001080,runny handle Vol. 3,Luz Schumm,,English,Unknown,,good,41.69,1,41.69,GBP,yes,0.60,"Volume 3, English Language, Unknown Genre",,,,paid,processing,
692eccfab21fcbc53b2dcc49,2025-12-02T11:26:50.235Z,6888f7e9e9896d7bd5cc4727,John Test Doe,,07123456789,221B Baker Street,,London,,,GB,N/A,978-3-100000980,bogus halt Vol. 1,Sidney Carroll,,English,Fiction,,new,25.95,2,51.90,GBP,yes,0.70,"Volume 1, New Release, English Language",,,,paid,processing,
692eccfbb21fcbc53b2dcc4f,2025-12-02T11:26:51.117Z,6888f7e9e9896d7bd5cc4727,John Test Doe,,07123456789,221B Baker Street,,London,,,GB,N/A,978-3-100007029,straight encouragement Vol. 5,Fannie Waelchi,,English,Children’s Books,,good,39.75,2,79.50,GBP,no,,,,,,paid,processing,
692eccfbb21fcbc53b2dcc4f,2025-12-02T11:26:51.117Z,6888f7e9e9896d7bd5cc4727,John Test Doe,,07123456789,221B Baker Street,,London,,,GB,N/A,978-3-100008248,unaware gown Vol. 3,Jamie Green-McCullough,,English,Science Fiction,,good,32.28,1,32.28,GBP,no,,,,,,paid,processing,
692eccfbb21fcbc53b2dcc4f,2025-12-02T11:26:51.117Z,6888f7e9e9896d7bd5cc4727,John Test Doe,,07123456789,221B Baker Street,,London,,,GB,N/A,978-3-100007178,wretched mousse Vol. 2,Carolyn Terry,,English,Mystery,,acceptable,11.00,2,22.00,GBP,no,,,,,,paid,processing,
